0.24760984	0.054752987	0.2037247	-0.0908325	-0.1792593	-0.26485834	-0.19456898	-0.20468292	0.22635925	0.49388874	0.1924785	-0.31424925	0.056285977	-0.42165923	0.09170985	0.123966135
0.17846517	0.49380082	0.4127384	0.26437882	-0.48023173	-0.50640905	0.10909607	-0.15493396	0.3599405	0.8313198	0.1816503	0.102729976	0.3355373	-0.3798852	-0.14430657	-0.55957335
0.0056650955	-0.2706327	-0.117832504	-0.26750678	0.109360054	0.10611127	-0.07091784	-0.28876075	0.31793338	0.36183286	0.33706185	-0.3183386	-0.07120427	-0.215141	0.24640386	0.37187296
0.25512078	-0.085223325	-0.088317126	-0.24364923	-0.08282726	0.19386783	-0.19447204	-0.07475492	0.09820439	0.23879008	0.20972884	-0.30396545	0.050349146	-0.43269506	0.03326663	0.27139625
0.21356943	-0.18256286	0.14817838	0.001444663	0.028568307	0.017644351	-0.27809188	0.070531175	-0.057810996	0.20706223	-0.027114388	-0.5222364	-0.11385121	-0.31983426	0.21485443	0.052536134
-0.35786173	-0.45727435	-0.5547848	-0.63745946	0.34432775	0.5308816	0.3374731	-0.5935792	0.49403247	0.2462557	0.6389994	0.09427183	-0.2920166	-0.021777181	0.3887415	0.7242558
0.22520219	0.23135069	0.11273466	0.024185829	-0.19324218	-0.3721983	-0.06265239	-0.13720651	0.18731311	0.38848647	0.13835834	0.033535782	0.13184594	-0.2659418	-0.15639122	0.018645603
0.18866551	0.098763674	0.223443	0.044082474	-0.09392228	-0.33237508	-0.22092082	-0.17945984	0.03738338	0.28109443	0.10650913	-0.1899657	0.08492502	-0.2770167	0.0017423581	0.06332534
-0.27004626	-0.64574534	-0.10109156	-0.31874868	0.57179403	0.2378145	-0.22318321	-0.33235478	-0.08727875	-0.14567862	0.17222518	-0.56960213	-0.5163186	0.20943959	0.5476368	0.8157535
0.08958567	0.03766913	-0.20690998	-0.38124013	-0.14833789	0.055354528	0.06485474	-0.30675378	0.28151384	0.2987853	0.43266848	0.08370275	0.14126568	-0.3255193	-0.005378113	0.2958083
0.42853084	0.4546291	-0.007919998	-0.05994842	-0.20559877	-0.23627062	-0.08376998	-0.20076758	0.16474076	0.32327247	0.24383448	0.24193192	0.25146407	-0.26638696	-0.2539769	0.061085667
0.07267745	-0.19323623	0.5694661	0.43776932	0.3667309	-0.58072567	-0.3755945	-0.23370397	-0.2590254	0.18353699	-0.08245651	-0.3589899	-0.35301003	-0.0006571152	0.39403352	0.2581642
0.1654435	-0.498871	0.29156002	0.18766257	0.3529545	0.04346176	-0.44788733	0.22547674	-0.37627518	-0.21143875	-0.3978573	-0.6364199	-0.42528036	-0.15730669	0.38081023	0.28114304
0.10277356	0.17467548	0.22563882	0.08779709	-0.23464291	-0.3309411	0.09935207	-0.23072325	0.27637622	0.5734682	0.24130923	0.033307586	0.11308779	-0.21749431	-0.0033985656	-0.16537562
0.22386399	0.31923878	0.14302853	0.16933854	-0.66823304	-0.01857672	-0.0071774353	0.42585194	0.022370433	0.72879595	-0.25532058	-0.30641767	0.40829107	-0.53587526	-0.23644385	-0.6964026
